,Unnamed: 0,sumValue,contrast,dissimilarity,homogeneity,ASM,energy,hue,value,saturaton,label
15,15,88.87631855561975,376.0887096774193,11.469758064516128,0.1452195796597302,0.0013230846774193,0.0363742309529611,77.0498046875,50.3505859375,153.8427734375,0
16,16,152.37125713204574,725.8719758064516,15.505040322580644,0.1299511876625594,0.0013576352757544,0.0368461025856795,73.4853515625,50.7314453125,145.9443359375,0
17,17,80.39900496896712,421.7631048387096,11.692540322580644,0.1475895950192604,0.0014389308012486,0.0379332413754572,75.8720703125,52.8525390625,151.7900390625,0
18,18,107.15409464878138,724.9314516129032,16.141129032258064,0.1196935753277063,0.0012783721383975,0.0357543303446939,76.951171875,56.9228515625,148.4853515625,0
19,19,138.30762813380903,656.1864919354839,15.682459677419354,0.1283907752920963,0.0013535704994797,0.0367909024009973,71.4248046875,67.916015625,151.1171875,0
20,20,97.38069623903908,470.5745967741936,12.564516129032256,0.1612654365139751,0.001497870057232,0.0387023262509122,73.9111328125,76.638671875,156.5625,0
21,21,162.9202258775748,917.6754032258063,17.620967741935484,0.1274716620188875,0.0012458539281997,0.0352966560484104,67.8544921875,66.8642578125,138.4716796875,0
22,22,160.04999218994044,563.9758064516128,15.360887096774192,0.1175303748799811,0.0013779591571279,0.0371208722571007,64.380859375,70.2958984375,151.923828125,0
23,23,127.55391017134676,765.4989919354839,18.333669354838708,0.0988174138025744,0.0011645584027055,0.034125626773812,61.419921875,84.82421875,137.5302734375,0
24,24,179.88051589874874,864.1260080645161,18.601814516129032,0.1271193125514833,0.0013535704994797,0.0367909024009973,64.6005859375,92.6474609375,151.96484375,0
25,25,90.55937278934744,838.5564516129032,16.881048387096776,0.1271032316702311,0.0013698296045785,0.0370112091747697,75.888671875,60.203125,145.27734375,0
26,26,225.3175536881226,568.0816532258065,14.656249999999996,0.1392938461252774,0.0013535704994797,0.0367909024009973,63.646484375,79.8310546875,157.9228515625,0
27,27,91.13725912051558,799.0120967741935,15.921370967741934,0.1456781363610009,0.0012865016909469,0.0358678364408411,74.7158203125,52.751953125,140.7275390625,0
28,28,152.76452467768817,811.2237903225805,18.020161290322584,0.1323209263783331,0.0012539834807492,0.0354116291738917,72.916015625,60.0009765625,146.8203125,0
29,29,139.73188612482122,743.8629032258065,16.53024193548387,0.127582633401602,0.0013495057232049,0.0367356192707431,80.12109375,56.646484375,152.34765625,0
30,30,91.90212184710428,425.8850806451612,11.741935483870966,0.1616530882078764,0.0015019348335067,0.0387548040055263,73.1865234375,59.501953125,113.291015625,0
31,31,113.66617790706258,683.2762096774193,15.548387096774192,0.1481011839238462,0.0014003154266389,0.03742078869611,72.5888671875,79.583984375,165.8125,0
32,32,183.4502657397912,622.2368951612902,16.767137096774192,0.0993310200496862,0.0012824369146722,0.0358111283635717,64.5009765625,71.341796875,149.5732421875,0
33,33,124.53915047084593,758.5131048387096,18.771169354838708,0.0995901924089388,0.001127975416233,0.0335853452599953,60.4677734375,84.0947265625,143.390625,0
34,34,82.09141246196218,392.51713709677415,11.091733870967742,0.1633883886284745,0.0014186069198751,0.0376643985731238,88.2265625,50.2587890625,140.0849609375,0
35,35,93.7709976485267,517.7237903225805,13.50806451612903,0.1542908531014201,0.0013596676638917,0.0368736716898626,67.876953125,67.83984375,138.9052734375,0
36,36,90.96153033013462,559.9173387096773,14.012096774193548,0.1253079766571898,0.0013352790062434,0.0365414696782093,77.1982421875,60.58203125,150.2109375,0
37,37,101.24228365658294,426.5131048387096,13.640120967741934,0.143080624787168,0.0012438215400624,0.0352678542026933,73.904296875,61.2587890625,155.064453125,0
38,38,153.20900756809309,728.125,15.97983870967742,0.1418375247229341,0.0013230846774193,0.0363742309529611,81.0126953125,53.373046875,139.4384765625,0
39,39,129.4797281430572,679.1209677419355,16.4133064516129,0.123050586657567,0.0012905664672216,0.0359244550024303,62.5810546875,69.861328125,144.12890625,0
40,40,158.61588823317794,811.141129032258,16.76814516129032,0.1325633780291684,0.0014592546826222,0.0382001921804363,69.7041015625,80.80859375,158.158203125,0
41,41,141.92251407017844,649.7641129032257,15.792338709677418,0.1254602659993077,0.0012905664672216,0.0359244550024303,58.0888671875,86.4091796875,164.9638671875,0
42,42,84.84692098125895,515.4435483870968,13.161290322580644,0.1378298022229314,0.0013352790062434,0.0365414696782093,74.3466796875,52.0478515625,149.3173828125,0
43,43,78.38367176906169,724.9596774193549,15.268145161290322,0.1794505424498526,0.0015669712539021,0.0395849877340158,73.0888671875,58.3837890625,140.1953125,0
44,44,175.32255987179744,631.5887096774193,14.366935483870968,0.1695815061771717,0.0016076190166493,0.0400951245994986,73.4599609375,56.076171875,156.669921875,0
45,45,204.79501947068928,689.258064516129,16.497983870967744,0.1312930446483688,0.0012966636316337,0.0360092159263946,64.0732421875,73.4970703125,152.8798828125,0
46,46,237.2003372678884,1034.2469758064517,21.160282258064512,0.1046427361212658,0.001213335718002,0.0348329688370383,59.3251953125,78.650390625,147.0810546875,0
47,47,316.3510708058375,782.789314516129,17.503024193548384,0.1305501585610474,0.001235691987513,0.0351524108350054,68.009765625,80.5126953125,141.234375,0
48,48,100.41912168506552,759.7510080645161,16.543346774193548,0.1376446486807037,0.0012946312434963,0.0359809844709168,56.53125,79.1396484375,140.26171875,0
49,49,85.19389649499546,837.2631048387096,17.14415322580645,0.1858299311781222,0.0021197808272632,0.0460410776075372,65.0361328125,75.9931640625,150.01171875,0
50,50,250.2238997378148,1070.5967741935483,19.473790322580644,0.1227934278331456,0.001235691987513,0.0351524108350054,70.5478515625,59.20703125,146.287109375,0
51,51,94.32391001225513,508.5745967741936,12.703629032258064,0.1354643145042581,0.0013413761706555,0.0366248026705341,72.296875,61.37109375,141.3349609375,0
52,52,147.9155164274526,772.3649193548387,17.326612903225804,0.1091121753092669,0.0012600806451612,0.0354976146404415,68.8544921875,74.365234375,147.7529296875,0
53,53,95.67131231461184,500.13205645161287,13.557459677419354,0.1447693216182762,0.0013088579604578,0.0361781420260612,68.3193359375,78.267578125,132.97265625,0
54,54,94.87887014504336,458.0322580645161,14.453629032258062,0.0943375340547354,0.0013210522892819,0.0363462830187902,64.75,75.107421875,149.6708984375,0
55,55,127.02755606560332,952.6935483870968,17.903225806451612,0.1258076019226529,0.0012499187044745,0.0353541893482866,67.2470703125,72.2001953125,146.330078125,0
56,56,85.65628990331066,575.953629032258,14.094758064516128,0.138802694036753,0.0014897405046826,0.0385971566916867,75.2119140625,48.365234375,156.74609375,0
57,57,136.5942897781602,503.14516129032256,14.31048387096774,0.1464649473628463,0.0014673842351716,0.0383064516129032,62.404296875,86.314453125,161.08203125,0
58,58,132.5028301584536,851.0070564516127,18.50907258064516,0.1185994977914071,0.0013210522892819,0.0363462830187902,63.365234375,90.9931640625,151.267578125,0
59,59,141.60861555710514,808.054435483871,17.33064516129032,0.1196027751503118,0.001355602887617,0.0368185128382049,64.431640625,81.25390625,149.828125,0
60,60,106.41428475538424,653.0897177419354,15.214717741935482,0.1104740674075398,0.0013007284079084,0.0360656125403191,71.107421875,55.59765625,155.3359375,0
61,61,103.9038016628843,808.8336693548387,16.722782258064516,0.132553682641929,0.0012255300468262,0.0350075712785994,68.1015625,60.66015625,139.3544921875,0
62,62,101.96568050084302,837.8951612903224,16.35483870967742,0.1414314633008174,0.0013129227367325,0.0362342757169585,72.0107421875,52.5966796875,151.478515625,0
63,63,98.39715443040006,913.1754032258063,17.673387096774192,0.141106747274492,0.0012295948231009,0.0350655788929961,70.3583984375,59.5859375,137.6435546875,0
64,64,148.90265276347498,701.6502016129032,15.980846774193546,0.1471943798987082,0.0012885340790842,0.0358961568846065,77.6220703125,52.08984375,146.3125,0
65,65,265.7160138192653,1282.6360887096776,22.722782258064512,0.10977308834275,0.0011909794484911,0.0345105700980316,55.716796875,84.638671875,145.248046875,0
66,66,95.4515583948214,771.8931451612902,18.308467741935484,0.1016303726022804,0.0011645584027055,0.034125626773812,65.30078125,74.5361328125,156.828125,0
67,67,125.15190769620732,856.6754032258063,16.671370967741936,0.1407964037022701,0.0013251170655567,0.0364021574299753,67.138671875,61.357421875,143.599609375,0
68,68,106.32497354808042,698.7721774193548,16.455645161290324,0.1260661677865605,0.0012275624349635,0.035036587090691,74.1279296875,66.2578125,126.1669921875,0
69,69,110.58933040759402,396.89516129032256,11.991935483870968,0.1546529926047159,0.0014714490114464,0.0383594709484686,73.408203125,48.7626953125,158.783203125,0
70,70,173.0664612222715,865.7167338709677,18.57358870967742,0.1231917631260183,0.0012153681061394,0.0348621299713519,66.1484375,80.3955078125,156.3623046875,0
71,71,232.4865587512534,1131.3387096774193,22.951612903225808,0.0995596418974749,0.0011442345213319,0.0338265357571824,53.0361328125,89.70703125,148.2255859375,0
72,72,82.26177727231524,375.7872983870968,11.97681451612903,0.138741795191728,0.0013373113943808,0.0365692684419698,66.9921875,61.154296875,148.916015625,0
73,73,135.1184665395519,851.9989919354839,17.41633064516129,0.1349009780549802,0.0013068255723204,0.0361500424940344,71.8583984375,69.9169921875,164.7724609375,0
74,74,248.89957814347537,1077.3931451612902,21.679435483870968,0.0863105049236414,0.0011523640738813,0.03394648838807,58.1328125,86.326171875,145.140625,0
75,75,87.3040663428686,535.8800403225806,12.646169354838708,0.1733730035900521,0.0014897405046826,0.0385971566916867,74.984375,76.1943359375,155.7685546875,0
76,76,157.46428166412852,702.5524193548387,16.32056451612903,0.1243075295960123,0.0013108903485952,0.036206219750137,76.4775390625,57.65234375,150.26171875,0
77,77,100.23971268913334,638.0635080645161,15.42439516129032,0.1342987378797438,0.0012214652705515,0.0349494673858058,77.0400390625,48.64453125,165.107421875,0
78,78,161.65704438718407,331.34173387096774,10.950604838709676,0.1406358617712695,0.0014206393080124,0.0376913691448385,63.0400390625,83.4609375,154.8779296875,0
79,79,114.40279716860071,751.6068548387096,15.788306451612902,0.1237580276713175,0.0013413761706555,0.0366248026705341,70.7001953125,66.9384765625,132.341796875,0
80,80,81.04936767180853,403.2993951612904,11.51915322580645,0.1426214323680242,0.0013698296045785,0.0370112091747698,81.251953125,55.2314453125,150.5712890625,0
81,81,95.43060305792896,849.8356854838709,17.761088709677416,0.1084692554280511,0.001270242585848,0.0356404627614187,72.947265625,66.5322265625,158.37109375,0
82,82,146.10954794263105,490.5272177419354,13.386088709677418,0.1449677449257266,0.001298696019771,0.0360374252655634,76.7783203125,81.9755859375,131.2412109375,0
83,83,141.72861390700186,975.907258064516,18.094758064516128,0.1601627420314696,0.0015446149843912,0.0393015901000361,79.95703125,61.142578125,151.107421875,0
84,84,172.19175357722563,742.1018145161289,16.892137096774192,0.1188972138122076,0.0012153681061394,0.0348621299713519,63.8056640625,69.8427734375,134.783203125,0
85,85,122.80065146407,695.8931451612902,16.350806451612904,0.105844808471205,0.0012092709417273,0.0347745732069764,63.1904296875,78.736328125,163.1435546875,0
86,86,128.639029847088,487.3659274193548,14.402217741935484,0.1401021459373621,0.0012966636316337,0.0360092159263946,72.2431640625,68.3935546875,102.8759765625,0
87,87,241.9958677333148,1174.4667338709678,22.065524193548384,0.0924389038340341,0.0011950442247658,0.0345694116925045,62.68359375,66.7802734375,146.208984375,0
88,88,128.89142717807107,717.6774193548388,15.91532258064516,0.1391379832097796,0.0013962506503642,0.0373664374855859,73.5791015625,59.51953125,153.724609375,0
89,89,120.39933554633927,583.1300403225805,14.369959677419352,0.1462679294255334,0.0013982830385015,0.0373936229657084,72.337890625,61.853515625,148.939453125,0
90,90,147.5161008161482,633.0010080645161,16.54133064516129,0.1200356644165315,0.0012295948231009,0.0350655788929961,65.4892578125,67.1552734375,149.982421875,0
91,91,104.61357464497615,791.3538306451612,15.734879032258064,0.1654543129830499,0.001497870057232,0.0387023262509122,70.1923828125,63.681640625,144.02734375,0
92,92,99.61927524329818,591.070564516129,13.689516129032256,0.1671241069495097,0.0015710360301768,0.0396362968776965,74.56640625,57.0380859375,155.4296875,0
93,93,95.1367436903324,565.3316532258065,14.289314516129032,0.1489939202261958,0.0014186069198751,0.0376643985731237,65.498046875,80.2578125,155.3134765625,0
94,94,83.72574275573791,797.9324596774193,16.682459677419352,0.1186984618861171,0.0013860887096774,0.0372302123238294,72.85546875,55.953125,153.4453125,0
95,95,109.26573113286707,623.0010080645161,14.670362903225806,0.1595166722182155,0.0014247040842872,0.0377452524734859,86.6220703125,56.3603515625,141.580078125,0
96,96,161.36604351597643,964.9677419354838,19.01008064516129,0.1372461803484331,0.0013129227367325,0.0362342757169585,66.9541015625,64.22265625,157.7119140625,0
97,97,108.75201147565042,765.3215725806451,16.938508064516128,0.1330697718788605,0.0013718619927159,0.0370386553848262,76.48046875,63.3564453125,150.7158203125,0
98,98,80.01249902359005,726.1451612903226,15.838709677419354,0.1192827239921958,0.0012783721383975,0.0357543303446939,80.2939453125,58.4541015625,153.560546875,0
99,99,162.40381768911715,368.6491935483871,11.758064516129032,0.1393756507475176,0.0013373113943808,0.0365692684419698,66.9033203125,74.9375,145.244140625,0
100,100,127.4205634895718,816.438508064516,16.430443548387096,0.132253108458843,0.0013637324401664,0.0369287481532544,74.9375,55.2568359375,145.755859375,0
101,101,132.18925826253812,431.04233870967744,13.256048387096774,0.1548424664665714,0.0014104773673257,0.0375563226012039,73.6181640625,56.677734375,129.2548828125,0
102,102,131.5750736271882,881.2479838709677,16.806451612903224,0.1466234188760286,0.0013617000520291,0.0369012201970224,76.94140625,45.9990234375,156.0400390625,0
103,103,318.9420009970465,523.4435483870968,14.243951612903224,0.1400905452628488,0.0014673842351716,0.0383064516129032,70.91796875,73.3232421875,154.1337890625,0
104,104,132.4235628579748,593.1149193548387,13.937499999999998,0.1617456106636665,0.0013759267689906,0.0370934868809961,69.591796875,69.3271484375,151.83203125,0
105,105,97.5551126287085,409.8800403225806,12.367943548387096,0.1357933269463222,0.0013169875130072,0.0362903225806451,77.916015625,55.6318359375,150.3037109375,0
106,106,94.58858282054976,682.3094758064516,16.535282258064512,0.1224407548881267,0.0012478863163371,0.0353254344111597,70.318359375,70.70703125,142.0517578125,0
107,107,96.02083107326244,694.0403225806451,15.197580645161288,0.1454203275764012,0.0013901534859521,0.0372847621147317,67.8125,67.5693359375,139.9208984375,0
108,108,110.25425161870176,491.515120967742,12.34173387096774,0.1883637033854036,0.0019226391779396,0.0438479096188135,73.328125,76.3974609375,155.5615234375,0
109,109,120.39933554633927,609.9556451612902,14.381048387096772,0.1456309447275362,0.0015039672216441,0.0387810162533696,77.0390625,58.4365234375,142.0693359375,0
110,110,114.26723064816088,674.172379032258,15.890120967741936,0.1301950414935307,0.00138405632154,0.0372029074339635,67.654296875,72.0927734375,159.8779296875,0
111,111,108.38357809188622,613.6159274193548,15.285282258064516,0.1460683138286502,0.0013129227367325,0.0362342757169585,64.61328125,82.83203125,157.2177734375,0
112,112,98.066304100848,463.055443548387,11.99092741935484,0.1654129493647085,0.0014958376690946,0.0386760606718767,75.5927734375,68.1083984375,169.78125,0
113,113,99.25724154942048,891.1693548387095,16.971774193548384,0.138110445148718,0.001241789151925,0.0352390288164285,64.8017578125,58.056640625,143.9453125,0
114,114,97.77525249264254,448.7147177419355,12.890120967741934,0.169539319264253,0.0013454409469302,0.0366802528198795,74.4873046875,63.0517578125,140.17578125,0
115,115,140.91486791676738,501.304435483871,13.118951612903224,0.1496148586437593,0.0014043802029136,0.0374750610795183,65.28515625,81.55078125,141.2646484375,0
116,116,83.98809439438426,558.4808467741935,15.557459677419352,0.1160852051256338,0.0012377243756503,0.0351813071907563,65.490234375,71.8173828125,149.5224609375,0
117,117,85.32291603080617,521.4415322580645,12.618951612903224,0.1634723461802832,0.0013454409469302,0.0366802528198795,82.5341796875,69.298828125,161.888671875,0
118,118,174.9942856209882,894.1229838709678,18.54435483870968,0.1360518128112822,0.001327149453694,0.0364300624991787,68.6689453125,59.84765625,152.8623046875,0
119,119,172.74837191707482,592.5665322580646,15.471774193548386,0.1221915994865491,0.001298696019771,0.0360374252655634,69.23828125,82.5146484375,156.921875,0
120,120,125.69805089976536,420.2872983870967,11.72883064516129,0.1816155431350504,0.001412509755463,0.0375833707304581,63.5849609375,69.455078125,146.71875,0
121,121,114.64292389851194,427.9344758064516,11.188508064516128,0.193179562353001,0.0016665582726326,0.0408235014744286,97.912109375,34.287109375,158.978515625,0
122,122,84.94115610232768,341.5413306451613,10.442540322580644,0.1776566591303545,0.0014572222944849,0.0381735811063739,87.4248046875,55.7451171875,136.033203125,0
123,123,114.67344941179716,537.1209677419355,14.514112903225804,0.1273974312887452,0.0012763397502601,0.0357258974731236,65.97265625,80.0751953125,144.7275390625,0
124,124,95.65040512198576,905.4193548387096,19.217741935483872,0.1049357336687694,0.0012194328824141,0.0349203791848563,66.478515625,71.73828125,148.78515625,0
125,125,150.07331541616583,660.1270161290323,14.705645161290322,0.1397958434119707,0.0013373113943808,0.0365692684419698,74.0458984375,46.37109375,137.5849609375,0
126,126,94.6044396421225,619.601814516129,14.920362903225806,0.1162459979914775,0.0013942182622268,0.0373392322126051,69.15625,52.6337890625,149.3876953125,0
127,127,148.35430563350698,950.610887096774,20.838709677419352,0.1114266079137361,0.0011930118366285,0.034540003425427,62.6396484375,82.3466796875,118.755859375,0
128,128,135.39202339872168,380.3286290322581,12.058467741935484,0.1397047229223684,0.0013515381113423,0.0367632712274404,69.671875,70.046875,140.4736328125,0
129,129,176.41145087550296,1062.5181451612902,19.796370967741936,0.1259354665216627,0.0012275624349635,0.035036587090691,70.32421875,63.591796875,132.1708984375,0
130,130,242.7570802263036,1257.0564516129032,22.328629032258064,0.1098155987036146,0.0012052061654526,0.0347160793502471,59.9228515625,79.7587890625,146.3818359375,0
131,131,98.73196037757988,627.3447580645161,14.338709677419352,0.1645211957655206,0.0014877081165452,0.038570819495381,71.2255859375,67.4482421875,146.6787109375,0
132,132,160.4961058717625,1008.8729838709676,20.02016129032258,0.1233760829761687,0.0012194328824141,0.0349203791848563,73.572265625,65.32421875,139.4033203125,0
133,133,84.59905436823747,314.98084677419354,10.067540322580646,0.1807786301171906,0.0014368984131113,0.0379064428971031,83.9755859375,45.998046875,135.9814453125,0
134,134,194.27043007107383,680.2993951612902,16.16633064516129,0.1361711989043313,0.0013352790062434,0.0365414696782093,63.138671875,67.1826171875,142.623046875,0
135,135,87.8578397184907,714.773185483871,14.982862903225804,0.1397362162903757,0.0014999024453694,0.0387285740167309,74.73828125,65.701171875,156.36328125,0
136,136,80.55432949258531,749.4475806451612,14.64516129032258,0.1539800649626982,0.0015303882674297,0.0391201772417989,76.787109375,57.263671875,143.763671875,0
137,137,112.99557513460428,459.8850806451613,11.616935483870968,0.1705165035598283,0.0013413761706555,0.0366248026705341,75.91796875,65.8271484375,149.884765625,0
138,138,207.58612670407436,1000.453629032258,19.64516129032258,0.1273615043325514,0.0012478863163371,0.0353254344111597,67.9130859375,64.5810546875,133.81640625,0
139,139,151.75967843930087,447.9002016129032,12.871975806451612,0.1467196268526816,0.0014551899063475,0.0381469514685977,79.4541015625,56.9638671875,142.30859375,0
140,140,125.79745625409124,417.62701612903226,11.711693548387096,0.1696954075241367,0.0014206393080124,0.0376913691448385,71.978515625,65.376953125,155.7685546875,0
141,141,83.2946576918352,609.3508064516129,14.866935483870964,0.1310207387502927,0.0012804045265348,0.0357827406235863,73.908203125,62.849609375,147.296875,0
142,142,128.30822265155106,739.1300403225805,16.462701612903224,0.1163988243684233,0.0012722749739854,0.0356689637357946,67.0234375,62.3603515625,137.4921875,0
143,143,98.13765841918178,621.9052419354839,14.73790322580645,0.1382310800430164,0.0013373113943808,0.0365692684419698,78.640625,56.4833984375,145.189453125,0
144,144,132.71774561075094,925.7056451612902,18.014112903225804,0.1453856741057587,0.0013921858740894,0.0373120071034712,71.3583984375,74.4482421875,155.83984375,0
145,145,169.8734823331764,777.0685483870966,17.064516129032256,0.0950770490855716,0.0011828498959417,0.0343925848976451,66.595703125,74.091796875,139.4912109375,0
146,146,95.77055915050305,636.6864919354839,14.773185483870968,0.1368118375212041,0.0013312142299687,0.0364858086105924,76.2919921875,53.400390625,134.7578125,0
147,147,156.46724896923317,616.3094758064516,15.619959677419354,0.1292118751181133,0.0012336595993756,0.0351234907060168,63.142578125,74.0830078125,119.3046875,0
148,148,150.07664708408169,687.6683467741935,14.878024193548384,0.1815917359748591,0.0014836433402705,0.0385180910777072,87.65234375,50.9658203125,136.8916015625,0
149,149,82.59539938761722,696.1975806451612,17.11491935483871,0.1029176360987724,0.0012336595993756,0.0351234907060168,68.91015625,68.265625,145.9814453125,0
150,150,93.22553298319082,687.8961693548387,16.168346774193548,0.1039963400694238,0.0012580482570239,0.0354689759793531,74.2685546875,60.2880859375,159.54296875,0
151,151,121.54423063230932,984.7711693548384,18.54939516129032,0.1226394165361662,0.0012804045265348,0.0357827406235863,70.0810546875,57.681640625,152.7529296875,0
152,152,101.4248490262618,649.4939516129032,16.22379032258064,0.1321522196031873,0.0013352790062434,0.0365414696782093,76.6923828125,70.88671875,148.1630859375,0
153,153,157.4769824450545,328.5292338709677,11.815524193548388,0.14536206950883,0.0013962506503642,0.0373664374855859,76.66796875,80.87109375,146.505859375,0
154,154,168.3834908772235,641.3366935483871,15.602822580645158,0.123991212021331,0.0012844693028095,0.035839493618208,67.138671875,82.15234375,161.9287109375,0
155,155,78.38367176906169,343.6300403225806,11.857862903225806,0.148035133851114,0.0012905664672216,0.0359244550024303,88.8759765625,59.7880859375,112.62109375,0
156,156,101.59724405711012,729.0453629032259,16.22883064516129,0.128583404295293,0.0013596676638917,0.0368736716898626,71.4345703125,55.8271484375,153.3984375,0
157,157,123.20308437697491,762.921370967742,16.375,0.1460951368311437,0.0015141291623309,0.0389118126322959,61.9326171875,77.322265625,159.51953125,0
158,158,272.4169598244573,644.8024193548388,16.87096774193548,0.1251792480051616,0.0011869146722164,0.0344516280053126,66.6875,81.6552734375,142.2158203125,0
159,159,82.14012417813842,709.5554435483871,14.027217741935484,0.1698719032279411,0.0014612870707596,0.0382267847295535,82.6708984375,47.4248046875,157.0791015625,0
160,160,161.65704438718407,1141.1915322580644,21.39516129032258,0.1239148053426767,0.001264145421436,0.0355548227591701,61.6123046875,67.0146484375,151.0322265625,0
161,161,159.04087524910065,520.210685483871,14.333669354838708,0.1150326411712442,0.0012865016909469,0.0358678364408411,61.806640625,90.2607421875,152.298828125,0
162,162,108.29127388668029,673.2106854838709,14.48689516129032,0.1488337022376052,0.0013535704994797,0.0367909024009973,71.3603515625,54.654296875,134.849609375,0
163,163,100.36433629531956,308.3195564516129,11.47681451612903,0.1325047383792428,0.0013169875130072,0.0362903225806451,81.6416015625,70.4609375,139.3037109375,0
164,164,155.11608556174951,508.8729838709677,14.290322580645158,0.1246410359880453,0.0014226716961498,0.0377183204311889,63.595703125,70.529296875,163.4033203125,0
165,165,91.09884741312592,829.71875,16.267137096774192,0.1356500451377117,0.0012966636316337,0.0360092159263946,71.1142578125,54.8076171875,145.78125,0
166,166,220.41778512633684,864.6703629032256,18.855846774193548,0.1272387185500487,0.0012560158688865,0.0354403141759011,70.203125,66.5302734375,134.5947265625,0
167,167,86.16263691415206,491.11088709677415,12.485887096774194,0.1303745380869498,0.0013982830385015,0.0373936229657084,65.6337890625,68.07421875,174.3056640625,0
168,168,141.32586458253138,952.8477822580646,17.815524193548384,0.1602435364690919,0.001497870057232,0.0387023262509122,74.0556640625,75.236328125,152.18359375,0
169,169,115.18246394308468,554.702620967742,14.763104838709676,0.1271422861912413,0.0012844693028095,0.035839493618208,78.251953125,63.08984375,148.67578125,0
170,170,291.8509893764282,699.03125,16.73689516129032,0.1148048030378072,0.0012397567637877,0.0352101798318003,64.7626953125,77.4501953125,137.4375,0
171,171,93.27915093953204,858.1502016129032,17.708669354838708,0.1193686303064926,0.0013291818418314,0.036457946209728,66.3486328125,70.267578125,136.4111328125,0
172,172,95.68698971124547,495.17741935483866,12.647177419354836,0.1481219688982177,0.0014186069198751,0.0376643985731238,66.0888671875,89.5693359375,148.0126953125,0
173,173,87.94884877018005,454.4102822580645,12.88407258064516,0.1353149665712197,0.0013515381113423,0.0367632712274404,73.8583984375,64.28125,145.67578125,0
174,174,141.17719362559944,529.6754032258063,14.806451612903226,0.1372558257076522,0.0013962506503642,0.0373664374855859,72.1884765625,58.509765625,142.69140625,0
175,175,117.18361660232202,550.1703629032257,13.619959677419354,0.157288437475753,0.0014511251300728,0.0380936363461515,70.9248046875,64.224609375,138.9638671875,0
176,176,280.2373993598999,1065.2832661290322,20.079637096774192,0.1283226457279169,0.00120723855359,0.0347453385879316,57.609375,75.53125,146.6318359375,0
177,177,149.54932296737422,966.1512096774192,19.056451612903224,0.1176382274270932,0.0012499187044745,0.0353541893482866,68.755859375,81.23046875,163.455078125,0
178,178,128.23416081528353,619.4697580645161,15.10282258064516,0.1250331249163262,0.0014368984131113,0.0379064428971031,74.98828125,65.2802734375,152.0625,0
179,179,116.31852818876276,513.2741935483871,13.5625,0.1421943726092024,0.0014999024453694,0.0387285740167309,63.779296875,76.02734375,161.7822265625,0
180,180,131.03053079339944,631.1149193548388,14.836693548387096,0.1343686367484793,0.0014836433402705,0.0385180910777072,62.4697265625,90.8125,148.5458984375,0
181,181,184.07335494307696,481.0614919354838,13.432459677419352,0.1571066828332285,0.0016645258844953,0.0407986015017098,68.765625,78.580078125,161.0498046875,0
182,182,151.32745950421557,673.8608870967741,15.485887096774192,0.1353063632121277,0.0012519510926118,0.0353829209169037,73.8720703125,67.1123046875,139.017578125,0
